county,precinct,office,district,party,candidate,votes
Tuscaloosa,PETERSON COMMUNITY CHURCH,Attorney General,,,Over Votes,0
Tuscaloosa,PETERSON COMMUNITY CHURCH,Attorney General,,,Under Votes,8
Tuscaloosa,PETERSON COMMUNITY CHURCH,Governor,,DEM,Parker Griffith,70
Tuscaloosa,PETERSON COMMUNITY CHURCH,Governor,,NON,Write-ins,3
Tuscaloosa,PETERSON COMMUNITY CHURCH,Governor,,REP,Robert Bentley,242
Tuscaloosa,PETERSON COMMUNITY CHURCH,Governor,,,Over Votes,0
Tuscaloosa,PETERSON COMMUNITY CHURCH,Governor,,,Under Votes,1
Tuscaloosa,PETERSON COMMUNITY CHURCH,State House,62,NON,Write-ins,7
Tuscaloosa,PETERSON COMMUNITY CHURCH,State House,62,REP,Rich Wingo,243
Tuscaloosa,PETERSON COMMUNITY CHURCH,State House,62,,Over Votes,0
Tuscaloosa,PETERSON COMMUNITY CHURCH,State House,62,,Under Votes,66
Tuscaloosa,PETERSON COMMUNITY CHURCH,State Senate,21,DEM,Phil Poole,100
Tuscaloosa,PETERSON COMMUNITY CHURCH,State Senate,21,NON,Write-ins,1
Tuscaloosa,PETERSON COMMUNITY CHURCH,State Senate,21,REP,Gerald Allen,209
Tuscaloosa,PETERSON COMMUNITY CHURCH,State Senate,21,,Over Votes,1
Tuscaloosa,PETERSON COMMUNITY CHURCH,State Senate,21,,Under Votes,5
Tuscaloosa,PETERSON COMMUNITY CHURCH,State Treasurer,,NON,Write-ins,5
Tuscaloosa,PETERSON COMMUNITY CHURCH,State Treasurer,,REP,Young Boozer,241
Tuscaloosa,PETERSON COMMUNITY CHURCH,State Treasurer,,,Over Votes,0
Tuscaloosa,PETERSON COMMUNITY CHURCH,State Treasurer,,,Under Votes,70
Tuscaloosa,PETERSON COMMUNITY CHURCH,U.S. House,7,DEM,Terri A. Sewell,127
Tuscaloosa,PETERSON COMMUNITY CHURCH,U.S. House,7,NON,Write-ins,18
Tuscaloosa,PETERSON COMMUNITY CHURCH,U.S. House,7,,Over Votes,0
Tuscaloosa,PETERSON COMMUNITY CHURCH,U.S. House,7,,Under Votes,171
Tuscaloosa,PETERSON COMMUNITY CHURCH,U.S. Senate,,NON,Write-ins,8
Tuscaloosa,PETERSON COMMUNITY CHURCH,U.S. Senate,,REP,Jeff Sessions,259
Tuscaloosa,PETERSON COMMUNITY CHURCH,U.S. Senate,,,Over Votes,0
Tuscaloosa,PETERSON COMMUNITY CHURCH,U.S. Senate,,,Under Votes,49
Tuscaloosa,PROVISIONAL,Attorney General,,DEM,Joe Hubbard,33
Tuscaloosa,PROVISIONAL,Attorney General,,NON,Write-ins,0
Tuscaloosa,PROVISIONAL,Attorney General,,REP,Luther Strange,26
Tuscaloosa,PROVISIONAL,Attorney General,,,Over Votes,0
Tuscaloosa,PROVISIONAL,Attorney General,,,Under Votes,2
Tuscaloosa,PROVISIONAL,Governor,,DEM,Parker Griffith,31
Tuscaloosa,PROVISIONAL,Governor,,NON,Write-ins,0
Tuscaloosa,PROVISIONAL,Governor,,REP,Robert Bentley,29
Tuscaloosa,PROVISIONAL,Governor,,,Over Votes,1
Tuscaloosa,PROVISIONAL,Governor,,,Under Votes,0
Tuscaloosa,PROVISIONAL,State House,16,DEM,Daniel H. Boman,0
Tuscaloosa,PROVISIONAL,State House,16,NON,Write-ins,0
Tuscaloosa,PROVISIONAL,State House,16,REP,Kyle South,0
Tuscaloosa,PROVISIONAL,State House,16,,Over Votes,0
Tuscaloosa,PROVISIONAL,State House,16,,Under Votes,0
Tuscaloosa,PROVISIONAL,State House,61,NON,Write-ins,0
Tuscaloosa,PROVISIONAL,State House,61,REP,Alan Harper,14
Tuscaloosa,PROVISIONAL,State House,61,,Over Votes,0
Tuscaloosa,PROVISIONAL,State House,61,,Under Votes,7
Tuscaloosa,PROVISIONAL,State House,62,NON,Write-ins,0
Tuscaloosa,PROVISIONAL,State House,62,REP,Rich Wingo,4
Tuscaloosa,PROVISIONAL,State House,62,,Over Votes,0
Tuscaloosa,PROVISIONAL,State House,62,,Under Votes,3
Tuscaloosa,PROVISIONAL,State House,63,NON,Write-ins,1
Tuscaloosa,PROVISIONAL,State House,63,REP,Bill Poole,8
Tuscaloosa,PROVISIONAL,State House,63,,Over Votes,0
Tuscaloosa,PROVISIONAL,State House,63,,Under Votes,3
Tuscaloosa,PROVISIONAL,State House,70,DEM,Christopher John England,11
Tuscaloosa,PROVISIONAL,State House,70,NON,Write-ins,0
Tuscaloosa,PROVISIONAL,State House,70,,Over Votes,0
Tuscaloosa,PROVISIONAL,State House,70,,Under Votes,5
Tuscaloosa,PROVISIONAL,State House,71,DEM,Artis (A.J.) McCampbell,2
Tuscaloosa,PROVISIONAL,State House,71,NON,Write-ins,0
Tuscaloosa,PROVISIONAL,State House,71,,Over Votes,0
Tuscaloosa,PROVISIONAL,State House,71,,Under Votes,0
Tuscaloosa,PROVISIONAL,State Senate,21,DEM,Phil Poole,16
Tuscaloosa,PROVISIONAL,State Senate,21,NON,Write-ins,0
Tuscaloosa,PROVISIONAL,State Senate,21,REP,Gerald Allen,21
Tuscaloosa,PROVISIONAL,State Senate,21,,Over Votes,1
Tuscaloosa,PROVISIONAL,State Senate,21,,Under Votes,0
Tuscaloosa,PROVISIONAL,State Senate,24,DEM,Bobby Singleton,14
Tuscaloosa,PROVISIONAL,State Senate,24,NON,Write-ins,0
Tuscaloosa,PROVISIONAL,State Senate,24,,Over Votes,0
Tuscaloosa,PROVISIONAL,State Senate,24,,Under Votes,4
Tuscaloosa,PROVISIONAL,State Senate,5,NON,Write-ins,1
Tuscaloosa,PROVISIONAL,State Senate,5,REP,Greg Reed,2
Tuscaloosa,PROVISIONAL,State Senate,5,,Over Votes,0
Tuscaloosa,PROVISIONAL,State Senate,5,,Under Votes,2
Tuscaloosa,PROVISIONAL,State Treasurer,,NON,Write-ins,2
Tuscaloosa,PROVISIONAL,State Treasurer,,REP,Young Boozer,30
Tuscaloosa,PROVISIONAL,State Treasurer,,,Over Votes,0
Tuscaloosa,PROVISIONAL,State Treasurer,,,Under Votes,26
Tuscaloosa,PROVISIONAL,U.S. House,4,NON,Write-ins,0
Tuscaloosa,PROVISIONAL,U.S. House,4,REP,Robert Aderholt,20
Tuscaloosa,PROVISIONAL,U.S. House,4,,Over Votes,0
Tuscaloosa,PROVISIONAL,U.S. House,4,,Under Votes,8
Tuscaloosa,PROVISIONAL,U.S. House,7,DEM,Terri A. Sewell,24
Tuscaloosa,PROVISIONAL,U.S. House,7,NON,Write-ins,1
Tuscaloosa,PROVISIONAL,U.S. House,7,,Over Votes,0
Tuscaloosa,PROVISIONAL,U.S. House,7,,Under Votes,7
Tuscaloosa,PROVISIONAL,U.S. Senate,,NON,Write-ins,1
Tuscaloosa,PROVISIONAL,U.S. Senate,,REP,Jeff Sessions,33
Tuscaloosa,PROVISIONAL,U.S. Senate,,,Over Votes,0
Tuscaloosa,PROVISIONAL,U.S. Senate,,,Under Votes,25
Tuscaloosa,RALPH FIRE DEPARTMENT,Attorney General,,DEM,Joe Hubbard,138
Tuscaloosa,RALPH FIRE DEPARTMENT,Attorney General,,NON,Write-ins,1
Tuscaloosa,RALPH FIRE DEPARTMENT,Attorney General,,REP,Luther Strange,206
Tuscaloosa,RALPH FIRE DEPARTMENT,Attorney General,,,Over Votes,0
Tuscaloosa,RALPH FIRE DEPARTMENT,Attorney General,,,Under Votes,12
Tuscaloosa,RALPH FIRE DEPARTMENT,Governor,,DEM,Parker Griffith,113
Tuscaloosa,RALPH FIRE DEPARTMENT,Governor,,NON,Write-ins,1
Tuscaloosa,RALPH FIRE DEPARTMENT,Governor,,REP,Robert Bentley,242
Tuscaloosa,RALPH FIRE DEPARTMENT,Governor,,,Over Votes,0
Tuscaloosa,RALPH FIRE DEPARTMENT,Governor,,,Under Votes,1
Tuscaloosa,RALPH FIRE DEPARTMENT,State House,71,DEM,Artis (A.J.) McCampbell,152
Tuscaloosa,RALPH FIRE DEPARTMENT,State House,71,NON,Write-ins,6
Tuscaloosa,RALPH FIRE DEPARTMENT,State House,71,,Over Votes,0
Tuscaloosa,RALPH FIRE DEPARTMENT,State House,71,,Under Votes,199
Tuscaloosa,RALPH FIRE DEPARTMENT,State Senate,24,DEM,Bobby Singleton,154
Tuscaloosa,RALPH FIRE DEPARTMENT,State Senate,24,NON,Write-ins,6
Tuscaloosa,RALPH FIRE DEPARTMENT,State Senate,24,,Over Votes,0
Tuscaloosa,RALPH FIRE DEPARTMENT,State Senate,24,,Under Votes,197
Tuscaloosa,RALPH FIRE DEPARTMENT,State Treasurer,,NON,Write-ins,4
Tuscaloosa,RALPH FIRE DEPARTMENT,State Treasurer,,REP,Young Boozer,220
Tuscaloosa,RALPH FIRE DEPARTMENT,State Treasurer,,,Over Votes,0
Tuscaloosa,RALPH FIRE DEPARTMENT,State Treasurer,,,Under Votes,133
Tuscaloosa,RALPH FIRE DEPARTMENT,U.S. House,7,DEM,Terri A. Sewell,161
Tuscaloosa,RALPH FIRE DEPARTMENT,U.S. House,7,NON,Write-ins,10
Tuscaloosa,RALPH FIRE DEPARTMENT,U.S. House,7,,Over Votes,0
Tuscaloosa,RALPH FIRE DEPARTMENT,U.S. House,7,,Under Votes,186
Tuscaloosa,RALPH FIRE DEPARTMENT,U.S. Senate,,NON,Write-ins,5
Tuscaloosa,RALPH FIRE DEPARTMENT,U.S. Senate,,REP,Jeff Sessions,250
Tuscaloosa,RALPH FIRE DEPARTMENT,U.S. Senate,,,Over Votes,0
Tuscaloosa,RALPH FIRE DEPARTMENT,U.S. Senate,,,Under Votes,102
Tuscaloosa,ROMULUS FIRE DEPARTMENT,Attorney General,,DEM,Joe Hubbard,50
Tuscaloosa,ROMULUS FIRE DEPARTMENT,Attorney General,,NON,Write-ins,0
Tuscaloosa,ROMULUS FIRE DEPARTMENT,Attorney General,,REP,Luther Strange,124
Tuscaloosa,ROMULUS FIRE DEPARTMENT,Attorney General,,,Over Votes,0
Tuscaloosa,ROMULUS FIRE DEPARTMENT,Attorney General,,,Under Votes,5
Tuscaloosa,ROMULUS FIRE DEPARTMENT,Governor,,DEM,Parker Griffith,37
Tuscaloosa,ROMULUS FIRE DEPARTMENT,Governor,,NON,Write-ins,0
Tuscaloosa,ROMULUS FIRE DEPARTMENT,Governor,,REP,Robert Bentley,141
Tuscaloosa,ROMULUS FIRE DEPARTMENT,Governor,,,Over Votes,1
Tuscaloosa,ROMULUS FIRE DEPARTMENT,Governor,,,Under Votes,0
Tuscaloosa,ROMULUS FIRE DEPARTMENT,State House,61,NON,Write-ins,0
Tuscaloosa,ROMULUS FIRE DEPARTMENT,State House,61,REP,Alan Harper,145
Tuscaloosa,ROMULUS FIRE DEPARTMENT,State House,61,,Over Votes,0
Tuscaloosa,ROMULUS FIRE DEPARTMENT,State House,61,,Under Votes,34
Tuscaloosa,ROMULUS FIRE DEPARTMENT,State House,71,DEM,Artis (A.J.) McCampbell,0
Tuscaloosa,ROMULUS FIRE DEPARTMENT,State House,71,NON,Write-ins,0
Tuscaloosa,ROMULUS FIRE DEPARTMENT,State House,71,,Over Votes,0
Tuscaloosa,ROMULUS FIRE DEPARTMENT,State House,71,,Under Votes,0
Tuscaloosa,ROMULUS FIRE DEPARTMENT,State Senate,21,DEM,Phil Poole,69
Tuscaloosa,ROMULUS FIRE DEPARTMENT,State Senate,21,NON,Write-ins,0
Tuscaloosa,ROMULUS FIRE DEPARTMENT,State Senate,21,REP,Gerald Allen,108
Tuscaloosa,ROMULUS FIRE DEPARTMENT,State Senate,21,,Over Votes,0
Tuscaloosa,ROMULUS FIRE DEPARTMENT,State Senate,21,,Under Votes,2
Tuscaloosa,ROMULUS FIRE DEPARTMENT,State Senate,24,DEM,Bobby Singleton,0
Tuscaloosa,ROMULUS FIRE DEPARTMENT,State Senate,24,NON,Write-ins,0
Tuscaloosa,ROMULUS FIRE DEPARTMENT,State Senate,24,,Over Votes,0
Tuscaloosa,ROMULUS FIRE DEPARTMENT,State Senate,24,,Under Votes,0
Tuscaloosa,ROMULUS FIRE DEPARTMENT,State Treasurer,,NON,Write-ins,1
Tuscaloosa,ROMULUS FIRE DEPARTMENT,State Treasurer,,REP,Young Boozer,131
Tuscaloosa,ROMULUS FIRE DEPARTMENT,State Treasurer,,,Over Votes,0
Tuscaloosa,ROMULUS FIRE DEPARTMENT,State Treasurer,,,Under Votes,47
Tuscaloosa,ROMULUS FIRE DEPARTMENT,U.S. House,4,NON,Write-ins,1
Tuscaloosa,ROMULUS FIRE DEPARTMENT,U.S. House,4,REP,Robert Aderholt,133
Tuscaloosa,ROMULUS FIRE DEPARTMENT,U.S. House,4,,Over Votes,0
Tuscaloosa,ROMULUS FIRE DEPARTMENT,U.S. House,4,,Under Votes,45
Tuscaloosa,ROMULUS FIRE DEPARTMENT,U.S. Senate,,NON,Write-ins,0
Tuscaloosa,ROMULUS FIRE DEPARTMENT,U.S. Senate,,REP,Jeff Sessions,143
Tuscaloosa,ROMULUS FIRE DEPARTMENT,U.S. Senate,,,Over Votes,0
Tuscaloosa,ROMULUS FIRE DEPARTMENT,U.S. Senate,,,Under Votes,36
Tuscaloosa,SAMANTHA VFD,Attorney General,,DEM,Joe Hubbard,76
Tuscaloosa,SAMANTHA VFD,Attorney General,,NON,Write-ins,1
Tuscaloosa,SAMANTHA VFD,Attorney General,,REP,Luther Strange,294
Tuscaloosa,SAMANTHA VFD,Attorney General,,,Over Votes,1
Tuscaloosa,SAMANTHA VFD,Attorney General,,,Under Votes,4
Tuscaloosa,SAMANTHA VFD,Governor,,DEM,Parker Griffith,72
Tuscaloosa,SAMANTHA VFD,Governor,,NON,Write-ins,0
Tuscaloosa,SAMANTHA VFD,Governor,,REP,Robert Bentley,303
Tuscaloosa,SAMANTHA VFD,Governor,,,Over Votes,0
Tuscaloosa,SAMANTHA VFD,Governor,,,Under Votes,1
Tuscaloosa,SAMANTHA VFD,State House,16,DEM,Daniel H. Boman,58
Tuscaloosa,SAMANTHA VFD,State House,16,NON,Write-ins,0
Tuscaloosa,SAMANTHA VFD,State House,16,REP,Kyle South,300
Tuscaloosa,SAMANTHA VFD,State House,16,,Over Votes,0
Tuscaloosa,SAMANTHA VFD,State House,16,,Under Votes,9
Tuscaloosa,SAMANTHA VFD,State House,61,NON,Write-ins,0
Tuscaloosa,SAMANTHA VFD,State House,61,REP,Alan Harper,3
Tuscaloosa,SAMANTHA VFD,State House,61,,Over Votes,0
Tuscaloosa,SAMANTHA VFD,State House,61,,Under Votes,6
Tuscaloosa,SAMANTHA VFD,State Senate,5,NON,Write-ins,0
Tuscaloosa,SAMANTHA VFD,State Senate,5,REP,Greg Reed,310
Tuscaloosa,SAMANTHA VFD,State Senate,5,,Over Votes,0
Tuscaloosa,SAMANTHA VFD,State Senate,5,,Under Votes,66
Tuscaloosa,SAMANTHA VFD,State Treasurer,,NON,Write-ins,0
Tuscaloosa,SAMANTHA VFD,State Treasurer,,REP,Young Boozer,307
Tuscaloosa,SAMANTHA VFD,State Treasurer,,,Over Votes,0
Tuscaloosa,SAMANTHA VFD,State Treasurer,,,Under Votes,69
Tuscaloosa,SAMANTHA VFD,U.S. House,4,NON,Write-ins,0
Tuscaloosa,SAMANTHA VFD,U.S. House,4,REP,Robert Aderholt,314
Tuscaloosa,SAMANTHA VFD,U.S. House,4,,Over Votes,0
Tuscaloosa,SAMANTHA VFD,U.S. House,4,,Under Votes,62
Tuscaloosa,SAMANTHA VFD,U.S. Senate,,NON,Write-ins,0
Tuscaloosa,SAMANTHA VFD,U.S. Senate,,REP,Jeff Sessions,324
Tuscaloosa,SAMANTHA VFD,U.S. Senate,,,Over Votes,0
Tuscaloosa,SAMANTHA VFD,U.S. Senate,,,Under Votes,52
Tuscaloosa,SHERIFF'S FIRING RANGE,Attorney General,,DEM,Joe Hubbard,19
Tuscaloosa,SHERIFF'S FIRING RANGE,Attorney General,,NON,Write-ins,0
Tuscaloosa,SHERIFF'S FIRING RANGE,Attorney General,,REP,Luther Strange,93
Tuscaloosa,SHERIFF'S FIRING RANGE,Attorney General,,,Over Votes,0
Tuscaloosa,SHERIFF'S FIRING RANGE,Attorney General,,,Under Votes,4
Tuscaloosa,SHERIFF'S FIRING RANGE,Governor,,DEM,Parker Griffith,17
Tuscaloosa,SHERIFF'S FIRING RANGE,Governor,,NON,Write-ins,0
Tuscaloosa,SHERIFF'S FIRING RANGE,Governor,,REP,Robert Bentley,98
Tuscaloosa,SHERIFF'S FIRING RANGE,Governor,,,Over Votes,0
Tuscaloosa,SHERIFF'S FIRING RANGE,Governor,,,Under Votes,1
Tuscaloosa,SHERIFF'S FIRING RANGE,State House,16,DEM,Daniel H. Boman,10
Tuscaloosa,SHERIFF'S FIRING RANGE,State House,16,NON,Write-ins,0
Tuscaloosa,SHERIFF'S FIRING RANGE,State House,16,REP,Kyle South,102
Tuscaloosa,SHERIFF'S FIRING RANGE,State House,16,,Over Votes,0
Tuscaloosa,SHERIFF'S FIRING RANGE,State House,16,,Under Votes,4
Tuscaloosa,SHERIFF'S FIRING RANGE,State Senate,5,NON,Write-ins,0
Tuscaloosa,SHERIFF'S FIRING RANGE,State Senate,5,REP,Greg Reed,100
Tuscaloosa,SHERIFF'S FIRING RANGE,State Senate,5,,Over Votes,0
Tuscaloosa,SHERIFF'S FIRING RANGE,State Senate,5,,Under Votes,16
Tuscaloosa,SHERIFF'S FIRING RANGE,State Treasurer,,NON,Write-ins,0
Tuscaloosa,SHERIFF'S FIRING RANGE,State Treasurer,,REP,Young Boozer,98
Tuscaloosa,SHERIFF'S FIRING RANGE,State Treasurer,,,Over Votes,0
Tuscaloosa,SHERIFF'S FIRING RANGE,State Treasurer,,,Under Votes,18
Tuscaloosa,SHERIFF'S FIRING RANGE,U.S. House,4,NON,Write-ins,0
Tuscaloosa,SHERIFF'S FIRING RANGE,U.S. House,4,REP,Robert Aderholt,100
Tuscaloosa,SHERIFF'S FIRING RANGE,U.S. House,4,,Over Votes,0
Tuscaloosa,SHERIFF'S FIRING RANGE,U.S. House,4,,Under Votes,16
Tuscaloosa,SHERIFF'S FIRING RANGE,U.S. Senate,,NON,Write-ins,0
Tuscaloosa,SHERIFF'S FIRING RANGE,U.S. Senate,,REP,Jeff Sessions,104
Tuscaloosa,SHERIFF'S FIRING RANGE,U.S. Senate,,,Over Votes,0
Tuscaloosa,SHERIFF'S FIRING RANGE,U.S. Senate,,,Under Votes,12
Tuscaloosa,SKYLAND ELEMENTARY,Attorney General,,DEM,Joe Hubbard,791
Tuscaloosa,SKYLAND ELEMENTARY,Attorney General,,NON,Write-ins,1
Tuscaloosa,SKYLAND ELEMENTARY,Attorney General,,REP,Luther Strange,308
Tuscaloosa,SKYLAND ELEMENTARY,Attorney General,,,Over Votes,0
Tuscaloosa,SKYLAND ELEMENTARY,Attorney General,,,Under Votes,23
Tuscaloosa,SKYLAND ELEMENTARY,Governor,,DEM,Parker Griffith,768
Tuscaloosa,SKYLAND ELEMENTARY,Governor,,NON,Write-ins,1
Tuscaloosa,SKYLAND ELEMENTARY,Governor,,REP,Robert Bentley,347
Tuscaloosa,SKYLAND ELEMENTARY,Governor,,,Over Votes,2
Tuscaloosa,SKYLAND ELEMENTARY,Governor,,,Under Votes,5
Tuscaloosa,SKYLAND ELEMENTARY,State House,63,NON,Write-ins,2
Tuscaloosa,SKYLAND ELEMENTARY,State House,63,REP,Bill Poole,50
Tuscaloosa,SKYLAND ELEMENTARY,State House,63,,Over Votes,0
Tuscaloosa,SKYLAND ELEMENTARY,State House,63,,Under Votes,45
Tuscaloosa,SKYLAND ELEMENTARY,State House,70,DEM,Christopher John England,781
Tuscaloosa,SKYLAND ELEMENTARY,State House,70,NON,Write-ins,12
Tuscaloosa,SKYLAND ELEMENTARY,State House,70,,Over Votes,0
Tuscaloosa,SKYLAND ELEMENTARY,State House,70,,Under Votes,197
Tuscaloosa,SKYLAND ELEMENTARY,State House,71,DEM,Artis (A.J.) McCampbell,23
Tuscaloosa,SKYLAND ELEMENTARY,State House,71,NON,Write-ins,2
Tuscaloosa,SKYLAND ELEMENTARY,State House,71,,Over Votes,0
Tuscaloosa,SKYLAND ELEMENTARY,State House,71,,Under Votes,11
Tuscaloosa,SKYLAND ELEMENTARY,State Senate,24,DEM,Bobby Singleton,844
Tuscaloosa,SKYLAND ELEMENTARY,State Senate,24,NON,Write-ins,12
Tuscaloosa,SKYLAND ELEMENTARY,State Senate,24,,Over Votes,0
Tuscaloosa,SKYLAND ELEMENTARY,State Senate,24,,Under Votes,267
Tuscaloosa,SKYLAND ELEMENTARY,State Treasurer,,NON,Write-ins,47
Tuscaloosa,SKYLAND ELEMENTARY,State Treasurer,,REP,Young Boozer,375
Tuscaloosa,SKYLAND ELEMENTARY,State Treasurer,,,Over Votes,0
Tuscaloosa,SKYLAND ELEMENTARY,State Treasurer,,,Under Votes,701
Tuscaloosa,SKYLAND ELEMENTARY,U.S. House,7,DEM,Terri A. Sewell,859
Tuscaloosa,SKYLAND ELEMENTARY,U.S. House,7,NON,Write-ins,12
Tuscaloosa,SKYLAND ELEMENTARY,U.S. House,7,,Over Votes,0
Tuscaloosa,SKYLAND ELEMENTARY,U.S. House,7,,Under Votes,252
Tuscaloosa,SKYLAND ELEMENTARY,U.S. Senate,,NON,Write-ins,56
Tuscaloosa,SKYLAND ELEMENTARY,U.S. Senate,,REP,Jeff Sessions,388
Tuscaloosa,SKYLAND ELEMENTARY,U.S. Senate,,,Over Votes,0
Tuscaloosa,SKYLAND ELEMENTARY,U.S. Senate,,,Under Votes,679
Tuscaloosa,SPRAYBERRY REG ED CENTER,Attorney General,,DEM,Joe Hubbard,310
Tuscaloosa,SPRAYBERRY REG ED CENTER,Attorney General,,NON,Write-ins,0
Tuscaloosa,SPRAYBERRY REG ED CENTER,Attorney General,,REP,Luther Strange,95
Tuscaloosa,SPRAYBERRY REG ED CENTER,Attorney General,,,Over Votes,2
Tuscaloosa,SPRAYBERRY REG ED CENTER,Attorney General,,,Under Votes,6
Tuscaloosa,SPRAYBERRY REG ED CENTER,Governor,,DEM,Parker Griffith,292
Tuscaloosa,SPRAYBERRY REG ED CENTER,Governor,,NON,Write-ins,1
Tuscaloosa,SPRAYBERRY REG ED CENTER,Governor,,REP,Robert Bentley,116
Tuscaloosa,SPRAYBERRY REG ED CENTER,Governor,,,Over Votes,1
Tuscaloosa,SPRAYBERRY REG ED CENTER,Governor,,,Under Votes,3
Tuscaloosa,SPRAYBERRY REG ED CENTER,State House,63,NON,Write-ins,4
Tuscaloosa,SPRAYBERRY REG ED CENTER,State House,63,REP,Bill Poole,8
Tuscaloosa,SPRAYBERRY REG ED CENTER,State House,63,,Over Votes,0
Tuscaloosa,SPRAYBERRY REG ED CENTER,State House,63,,Under Votes,37
Tuscaloosa,SPRAYBERRY REG ED CENTER,State House,71,DEM,Artis (A.J.) McCampbell,273
Tuscaloosa,SPRAYBERRY REG ED CENTER,State House,71,NON,Write-ins,3
Tuscaloosa,SPRAYBERRY REG ED CENTER,State House,71,,Over Votes,1
Tuscaloosa,SPRAYBERRY REG ED CENTER,State House,71,,Under Votes,87
Tuscaloosa,SPRAYBERRY REG ED CENTER,State Senate,21,DEM,Phil Poole,45
Tuscaloosa,SPRAYBERRY REG ED CENTER,State Senate,21,NON,Write-ins,0
Tuscaloosa,SPRAYBERRY REG ED CENTER,State Senate,21,REP,Gerald Allen,4
Tuscaloosa,SPRAYBERRY REG ED CENTER,State Senate,21,,Over Votes,0
Tuscaloosa,SPRAYBERRY REG ED CENTER,State Senate,21,,Under Votes,0
Tuscaloosa,SPRAYBERRY REG ED CENTER,State Senate,24,DEM,Bobby Singleton,275
Tuscaloosa,SPRAYBERRY REG ED CENTER,State Senate,24,NON,Write-ins,1
Tuscaloosa,SPRAYBERRY REG ED CENTER,State Senate,24,,Over Votes,2
Tuscaloosa,SPRAYBERRY REG ED CENTER,State Senate,24,,Under Votes,86
Tuscaloosa,SPRAYBERRY REG ED CENTER,State Treasurer,,NON,Write-ins,14
Tuscaloosa,SPRAYBERRY REG ED CENTER,State Treasurer,,REP,Young Boozer,125
Tuscaloosa,SPRAYBERRY REG ED CENTER,State Treasurer,,,Over Votes,0
Tuscaloosa,SPRAYBERRY REG ED CENTER,State Treasurer,,,Under Votes,274
Tuscaloosa,SPRAYBERRY REG ED CENTER,U.S. House,4,NON,Write-ins,5
Tuscaloosa,SPRAYBERRY REG ED CENTER,U.S. House,4,REP,Robert Aderholt,7
Tuscaloosa,SPRAYBERRY REG ED CENTER,U.S. House,4,,Over Votes,0
Tuscaloosa,SPRAYBERRY REG ED CENTER,U.S. House,4,,Under Votes,37
Tuscaloosa,SPRAYBERRY REG ED CENTER,U.S. House,7,DEM,Terri A. Sewell,274
Tuscaloosa,SPRAYBERRY REG ED CENTER,U.S. House,7,NON,Write-ins,2
Tuscaloosa,SPRAYBERRY REG ED CENTER,U.S. House,7,,Over Votes,2
Tuscaloosa,SPRAYBERRY REG ED CENTER,U.S. House,7,,Under Votes,86
Tuscaloosa,SPRAYBERRY REG ED CENTER,U.S. Senate,,NON,Write-ins,12
Tuscaloosa,SPRAYBERRY REG ED CENTER,U.S. Senate,,REP,Jeff Sessions,140
Tuscaloosa,SPRAYBERRY REG ED CENTER,U.S. Senate,,,Over Votes,0
Tuscaloosa,SPRAYBERRY REG ED CENTER,U.S. Senate,,,Under Votes,261
Tuscaloosa,STATION 2 CARROLLS CREEK,Attorney General,,DEM,Joe Hubbard,131
Tuscaloosa,STATION 2 CARROLLS CREEK,Attorney General,,NON,Write-ins,0
Tuscaloosa,STATION 2 CARROLLS CREEK,Attorney General,,REP,Luther Strange,403
Tuscaloosa,STATION 2 CARROLLS CREEK,Attorney General,,,Over Votes,0
Tuscaloosa,STATION 2 CARROLLS CREEK,Attorney General,,,Under Votes,12
Tuscaloosa,STATION 2 CARROLLS CREEK,Governor,,DEM,Parker Griffith,134
Tuscaloosa,STATION 2 CARROLLS CREEK,Governor,,NON,Write-ins,3
Tuscaloosa,STATION 2 CARROLLS CREEK,Governor,,REP,Robert Bentley,406
Tuscaloosa,STATION 2 CARROLLS CREEK,Governor,,,Over Votes,0
Tuscaloosa,STATION 2 CARROLLS CREEK,Governor,,,Under Votes,3
Tuscaloosa,STATION 2 CARROLLS CREEK,State House,16,DEM,Daniel H. Boman,105
Tuscaloosa,STATION 2 CARROLLS CREEK,State House,16,NON,Write-ins,0
Tuscaloosa,STATION 2 CARROLLS CREEK,State House,16,REP,Kyle South,423
Tuscaloosa,STATION 2 CARROLLS CREEK,State House,16,,Over Votes,0
Tuscaloosa,STATION 2 CARROLLS CREEK,State House,16,,Under Votes,18
Tuscaloosa,STATION 2 CARROLLS CREEK,State Senate,5,NON,Write-ins,4
Tuscaloosa,STATION 2 CARROLLS CREEK,State Senate,5,REP,Greg Reed,434
Tuscaloosa,STATION 2 CARROLLS CREEK,State Senate,5,,Over Votes,1
Tuscaloosa,STATION 2 CARROLLS CREEK,State Senate,5,,Under Votes,107
Tuscaloosa,STATION 2 CARROLLS CREEK,State Treasurer,,NON,Write-ins,4
Tuscaloosa,STATION 2 CARROLLS CREEK,State Treasurer,,REP,Young Boozer,441
Tuscaloosa,STATION 2 CARROLLS CREEK,State Treasurer,,,Over Votes,0
Tuscaloosa,STATION 2 CARROLLS CREEK,State Treasurer,,,Under Votes,101
Tuscaloosa,STATION 2 CARROLLS CREEK,U.S. House,4,NON,Write-ins,7
Tuscaloosa,STATION 2 CARROLLS CREEK,U.S. House,4,REP,Robert Aderholt,442
Tuscaloosa,STATION 2 CARROLLS CREEK,U.S. House,4,,Over Votes,0
Tuscaloosa,STATION 2 CARROLLS CREEK,U.S. House,4,,Under Votes,97
