county_norm,precinct_norm,office,district,district_activity,office_activity,activity_share
MONTGOMERY,409 CHISHOLM COMMUNITY CENTER 1,State House,74.0,0,241,0.0
MONTGOMERY,409 CHISHOLM COMMUNITY CENTER 1,State House,78.0,241,241,1.0
MONTGOMERY,409 CHISHOLM COMMUNITY CENTER 1,State Senate,26.0,241,241,1.0
MONTGOMERY,409 CHISHOLM COMMUNITY CENTER 2,State House,74.0,0,250,0.0
MONTGOMERY,409 CHISHOLM COMMUNITY CENTER 2,State House,78.0,250,250,1.0
MONTGOMERY,409 CHISHOLM COMMUNITY CENTER 2,State Senate,26.0,250,250,1.0
MONTGOMERY,410 SHERIDAN HEIGHTS COM CENTER 1,State House,78.0,602,602,1.0
MONTGOMERY,410 SHERIDAN HEIGHTS COM CENTER 1,State Senate,26.0,602,602,1.0
MONTGOMERY,410 SHERIDAN HEIGHTS COM CENTER 2,State House,78.0,718,718,1.0
MONTGOMERY,410 SHERIDAN HEIGHTS COM CENTER 2,State Senate,26.0,718,718,1.0
MONTGOMERY,411 UNION ACADEMY BAPTIST 1,State House,78.0,0,0,
MONTGOMERY,411 UNION ACADEMY BAPTIST 1,State Senate,26.0,0,0,
MONTGOMERY,411 UNION ACADEMY BAPTIST 2,State House,78.0,82,82,1.0
MONTGOMERY,411 UNION ACADEMY BAPTIST 2,State Senate,26.0,82,82,1.0
MONTGOMERY,412 UNION CHAPEL AME 1,State House,78.0,196,196,1.0
MONTGOMERY,412 UNION CHAPEL AME 1,State Senate,26.0,196,196,1.0
MONTGOMERY,412 UNION CHAPEL AME 2,State House,78.0,197,197,1.0
MONTGOMERY,412 UNION CHAPEL AME 2,State Senate,26.0,197,197,1.0
MONTGOMERY,413 WARES FERRY ELEMENTARY 1,State House,78.0,720,720,1.0
MONTGOMERY,413 WARES FERRY ELEMENTARY 1,State Senate,26.0,720,720,1.0
MONTGOMERY,413 WARES FERRY ELEMENTARY 2,State House,78.0,721,721,1.0
MONTGOMERY,413 WARES FERRY ELEMENTARY 2,State Senate,26.0,721,721,1.0
MONTGOMERY,501 LANDMARK CHURCH OF CHRIST 1,State House,74.0,281,788,0.3565989847715736
MONTGOMERY,501 LANDMARK CHURCH OF CHRIST 1,State House,75.0,233,788,0.2956852791878173
MONTGOMERY,501 LANDMARK CHURCH OF CHRIST 1,State House,76.0,274,788,0.3477157360406091
MONTGOMERY,501 LANDMARK CHURCH OF CHRIST 1,State Senate,25.0,705,788,0.8946700507614214
MONTGOMERY,501 LANDMARK CHURCH OF CHRIST 1,State Senate,26.0,83,788,0.10532994923857868
MONTGOMERY,501 LANDMARK CHURCH OF CHRIST 2,State House,74.0,306,885,0.34576271186440677
MONTGOMERY,501 LANDMARK CHURCH OF CHRIST 2,State House,75.0,285,885,0.3220338983050847
MONTGOMERY,501 LANDMARK CHURCH OF CHRIST 2,State House,76.0,294,885,0.33220338983050846
MONTGOMERY,501 LANDMARK CHURCH OF CHRIST 2,State Senate,25.0,797,885,0.9005649717514125
MONTGOMERY,501 LANDMARK CHURCH OF CHRIST 2,State Senate,26.0,88,885,0.09943502824858758
MONTGOMERY,501 LANDMARK CHURCH OF CHRIST 3,State House,74.0,309,854,0.3618266978922717
MONTGOMERY,501 LANDMARK CHURCH OF CHRIST 3,State House,75.0,266,854,0.3114754098360656
MONTGOMERY,501 LANDMARK CHURCH OF CHRIST 3,State House,76.0,279,854,0.32669789227166274
MONTGOMERY,501 LANDMARK CHURCH OF CHRIST 3,State Senate,25.0,760,854,0.8899297423887588
MONTGOMERY,501 LANDMARK CHURCH OF CHRIST 3,State Senate,26.0,94,854,0.11007025761124122
MONTGOMERY,502 SNOWDOUN WOMENS CLUB 1,State House,69.0,13,225,0.057777777777777775
MONTGOMERY,502 SNOWDOUN WOMENS CLUB 1,State House,75.0,212,225,0.9422222222222222
MONTGOMERY,502 SNOWDOUN WOMENS CLUB 1,State Senate,25.0,225,225,1.0
MONTGOMERY,502 SNOWDOUN WOMENS CLUB 2,State House,69.0,5,66,0.07575757575757576
MONTGOMERY,502 SNOWDOUN WOMENS CLUB 2,State House,75.0,61,66,0.9242424242424242
MONTGOMERY,502 SNOWDOUN WOMENS CLUB 2,State Senate,25.0,66,66,1.0
MONTGOMERY,503 LAPINE BAPTIST CHURCH 1,State House,90.0,64,64,1.0
MONTGOMERY,503 LAPINE BAPTIST CHURCH 1,State Senate,25.0,64,64,1.0
MONTGOMERY,503 LAPINE BAPTIST CHURCH 2,State House,90.0,67,67,1.0
MONTGOMERY,503 LAPINE BAPTIST CHURCH 2,State Senate,25.0,67,67,1.0
MONTGOMERY,504 RAMER PUBLIC LIBRARY 1,State House,69.0,28,191,0.14659685863874344
MONTGOMERY,504 RAMER PUBLIC LIBRARY 1,State House,90.0,163,191,0.8534031413612565
MONTGOMERY,504 RAMER PUBLIC LIBRARY 1,State Senate,25.0,191,191,1.0
MONTGOMERY,504 RAMER PUBLIC LIBRARY 2,State House,69.0,10,80,0.125
MONTGOMERY,504 RAMER PUBLIC LIBRARY 2,State House,90.0,70,80,0.875
MONTGOMERY,504 RAMER PUBLIC LIBRARY 2,State Senate,25.0,80,80,1.0
MONTGOMERY,505 FITZPATRICK ELEMENTARY 1,State House,69.0,299,820,0.3646341463414634
MONTGOMERY,505 FITZPATRICK ELEMENTARY 1,State House,75.0,183,820,0.22317073170731708
MONTGOMERY,505 FITZPATRICK ELEMENTARY 1,State House,76.0,338,820,0.4121951219512195
MONTGOMERY,505 FITZPATRICK ELEMENTARY 1,State Senate,26.0,820,820,1.0
MONTGOMERY,505 FITZPATRICK ELEMENTARY 2,State House,69.0,39,128,0.3046875
MONTGOMERY,505 FITZPATRICK ELEMENTARY 2,State House,75.0,41,128,0.3203125
MONTGOMERY,505 FITZPATRICK ELEMENTARY 2,State House,76.0,48,128,0.375
MONTGOMERY,505 FITZPATRICK ELEMENTARY 2,State Senate,26.0,128,128,1.0
MONTGOMERY,505 FITZPATRICK ELEMENTARY 3,State House,69.0,276,783,0.3524904214559387
MONTGOMERY,505 FITZPATRICK ELEMENTARY 3,State House,75.0,155,783,0.1979565772669221
MONTGOMERY,505 FITZPATRICK ELEMENTARY 3,State House,76.0,352,783,0.4495530012771392
MONTGOMERY,505 FITZPATRICK ELEMENTARY 3,State Senate,26.0,783,783,1.0
MONTGOMERY,506 DAVIS CROSSROADS VOLUNTEER FIRE DEPARTMENT 1,State House,90.0,33,33,1.0
MONTGOMERY,506 DAVIS CROSSROADS VOLUNTEER FIRE DEPARTMENT 1,State Senate,25.0,33,33,1.0
MONTGOMERY,506 DAVIS CROSSROADS VOLUNTEER FIRE DEPARTMENT 2,State House,90.0,115,115,1.0
MONTGOMERY,506 DAVIS CROSSROADS VOLUNTEER FIRE DEPARTMENT 2,State Senate,25.0,115,115,1.0
MONTGOMERY,507 DUBLIN SO MO VOLUNTEER FIRE DEPARTMENT 1,State House,90.0,41,41,1.0
MONTGOMERY,507 DUBLIN SO MO VOLUNTEER FIRE DEPARTMENT 1,State Senate,25.0,41,41,1.0
MONTGOMERY,507 DUBLIN SO MO VOLUNTEER FIRE DEPARTMENT 2,State House,90.0,192,192,1.0
MONTGOMERY,507 DUBLIN SO MO VOLUNTEER FIRE DEPARTMENT 2,State Senate,25.0,192,192,1.0
MONTGOMERY,508 PINE LEVEL SO MO VOLUNTEER FIRE DEPARTMENT 1,State House,90.0,241,241,1.0
MONTGOMERY,508 PINE LEVEL SO MO VOLUNTEER FIRE DEPARTMENT 1,State Senate,25.0,241,241,1.0
MONTGOMERY,508 PINE LEVEL SO MO VOLUNTEER FIRE DEPARTMENT 2,State House,90.0,27,27,1.0
MONTGOMERY,508 PINE LEVEL SO MO VOLUNTEER FIRE DEPARTMENT 2,State Senate,25.0,27,27,1.0
MONTGOMERY,509 PIKE ROAD VOLUNTEER FIRE DEPARTMENT 1,State House,75.0,743,743,1.0
MONTGOMERY,509 PIKE ROAD VOLUNTEER FIRE DEPARTMENT 1,State Senate,25.0,743,743,1.0
MONTGOMERY,509 PIKE ROAD VOLUNTEER FIRE DEPARTMENT 2,State House,75.0,572,572,1.0
MONTGOMERY,509 PIKE ROAD VOLUNTEER FIRE DEPARTMENT 2,State Senate,25.0,572,572,1.0
MONTGOMERY,510 G WASHINGTON SCHOOL 1,State House,75.0,893,893,1.0
MONTGOMERY,510 G WASHINGTON SCHOOL 1,State Senate,25.0,893,893,1.0
MONTGOMERY,510 G WASHINGTON SCHOOL 2,State House,75.0,357,357,1.0
MONTGOMERY,510 G WASHINGTON SCHOOL 2,State Senate,25.0,357,357,1.0
MONTGOMERY,510 G WASHINGTON SCHOOL 3,State House,75.0,560,560,1.0
MONTGOMERY,510 G WASHINGTON SCHOOL 3,State Senate,25.0,560,560,1.0
MONTGOMERY,511 ARROWHEAD COM CENTER 1,State House,74.0,367,455,0.8065934065934066
MONTGOMERY,511 ARROWHEAD COM CENTER 1,State House,75.0,88,455,0.1934065934065934
MONTGOMERY,511 ARROWHEAD COM CENTER 1,State Senate,25.0,455,455,1.0
MONTGOMERY,511 ARROWHEAD COM CENTER 2,State House,74.0,374,458,0.8165938864628821
MONTGOMERY,511 ARROWHEAD COM CENTER 2,State House,75.0,84,458,0.18340611353711792
MONTGOMERY,511 ARROWHEAD COM CENTER 2,State Senate,25.0,458,458,1.0
MONTGOMERY,512 SAINT JAMES METHODIST 1,State House,74.0,12,858,0.013986013986013986
MONTGOMERY,512 SAINT JAMES METHODIST 1,State House,75.0,846,858,0.986013986013986
MONTGOMERY,512 SAINT JAMES METHODIST 1,State Senate,25.0,858,858,1.0
MONTGOMERY,512 SAINT JAMES METHODIST 2,State House,74.0,24,1371,0.0175054704595186
MONTGOMERY,512 SAINT JAMES METHODIST 2,State House,75.0,1347,1371,0.9824945295404814
MONTGOMERY,512 SAINT JAMES METHODIST 2,State Senate,25.0,1371,1371,1.0
MONTGOMERY,512 SAINT JAMES METHODIST 3,State House,74.0,14,1161,0.012058570198105082
MONTGOMERY,512 SAINT JAMES METHODIST 3,State House,75.0,1147,1161,0.9879414298018949
MONTGOMERY,512 SAINT JAMES METHODIST 3,State Senate,25.0,1161,1161,1.0
MONTGOMERY,ABSENTEE,State House,69.0,70,1279,0.054730258014073496
MONTGOMERY,ABSENTEE,State House,74.0,354,1279,0.2767787333854574
MONTGOMERY,ABSENTEE,State House,75.0,229,1279,0.17904612978889758
MONTGOMERY,ABSENTEE,State House,76.0,194,1279,0.15168100078186084
MONTGOMERY,ABSENTEE,State House,77.0,283,1279,0.22126661454261143
MONTGOMERY,ABSENTEE,State House,78.0,139,1279,0.10867865519937452
MONTGOMERY,ABSENTEE,State House,90.0,10,1279,0.007818608287724784
MONTGOMERY,ABSENTEE,State Senate,25.0,787,1279,0.6153244722439406
MONTGOMERY,ABSENTEE,State Senate,26.0,492,1279,0.3846755277560594
MONTGOMERY,PROVISIONAL,State House,69.0,6,165,0.03636363636363636
MONTGOMERY,PROVISIONAL,State House,74.0,41,165,0.24848484848484848
MONTGOMERY,PROVISIONAL,State House,75.0,21,165,0.12727272727272726
MONTGOMERY,PROVISIONAL,State House,76.0,20,165,0.12121212121212122
MONTGOMERY,PROVISIONAL,State House,77.0,44,165,0.26666666666666666
MONTGOMERY,PROVISIONAL,State House,78.0,28,165,0.1696969696969697
MONTGOMERY,PROVISIONAL,State House,90.0,5,165,0.030303030303030304
MONTGOMERY,PROVISIONAL,State Senate,25.0,79,164,0.4817073170731707
MONTGOMERY,PROVISIONAL,State Senate,26.0,85,164,0.5182926829268293
MORGAN,ABSENTEE,State House,4.0,163,485,0.33608247422680415
MORGAN,ABSENTEE,State House,7.0,10,485,0.020618556701030927
MORGAN,ABSENTEE,State House,8.0,187,485,0.38556701030927837
MORGAN,ABSENTEE,State House,9.0,116,485,0.23917525773195877
MORGAN,ABSENTEE,State House,11.0,9,485,0.018556701030927835
MORGAN,ABSENTEE,State Senate,3.0,488,488,1.0
MORGAN,AMER LEGION BUILDING POST 15,State House,4.0,309,312,0.9903846153846154
MORGAN,AMER LEGION BUILDING POST 15,State House,8.0,3,312,0.009615384615384616
MORGAN,AMER LEGION BUILDING POST 15,State Senate,3.0,312,312,1.0
MORGAN,AQUADOME RECREATION CENTER,State House,8.0,985,985,1.0
MORGAN,AQUADOME RECREATION CENTER,State Senate,3.0,985,985,1.0
MORGAN,AUSTINVILLE BAPTIST,State House,8.0,1154,1154,1.0
MORGAN,AUSTINVILLE BAPTIST,State Senate,3.0,1154,1154,1.0
MORGAN,AUSTINVILLE CHURCH OF CHRIST,State House,8.0,1530,1530,1.0
MORGAN,AUSTINVILLE CHURCH OF CHRIST,State Senate,3.0,1530,1530,1.0
MORGAN,BETHLEHEM BAPTIST CHURCH,State House,9.0,508,508,1.0
MORGAN,BETHLEHEM BAPTIST CHURCH,State Senate,3.0,508,508,1.0
MORGAN,CARRIE MATTHEWS RECREATION CENTER,State House,4.0,1,693,0.001443001443001443
MORGAN,CARRIE MATTHEWS RECREATION CENTER,State House,8.0,692,693,0.9985569985569985
MORGAN,CARRIE MATTHEWS RECREATION CENTER,State Senate,3.0,693,693,1.0
MORGAN,CENTER SPRINGS METHODIST,State House,4.0,326,326,1.0
MORGAN,CENTER SPRINGS METHODIST,State Senate,3.0,326,326,1.0
MORGAN,COTACO FIRE STATION,State House,4.0,262,402,0.6517412935323383
MORGAN,COTACO FIRE STATION,State House,9.0,140,402,0.3482587064676617
MORGAN,COTACO FIRE STATION,State Senate,3.0,402,402,1.0
MORGAN,DANVILLE VOLUNTEER FIRE DEPARTMENT,State House,8.0,174,260,0.6692307692307692
MORGAN,DANVILLE VOLUNTEER FIRE DEPARTMENT,State House,9.0,86,260,0.33076923076923076
MORGAN,DANVILLE VOLUNTEER FIRE DEPARTMENT,State Senate,3.0,260,260,1.0
MORGAN,DECATUR BAPTIST CHURCH,State House,7.0,1,1932,0.0005175983436853002
MORGAN,DECATUR BAPTIST CHURCH,State House,8.0,1931,1932,0.9994824016563147
MORGAN,DECATUR BAPTIST CHURCH,State Senate,3.0,1932,1932,1.0
MORGAN,DECATUR FIRE AND RESCUE,State House,4.0,23,176,0.13068181818181818
MORGAN,DECATUR FIRE AND RESCUE,State House,8.0,153,176,0.8693181818181818
MORGAN,DECATUR FIRE AND RESCUE,State Senate,3.0,176,176,1.0
MORGAN,DECATUR FIRE AND RESCUE 8,State House,4.0,928,928,1.0
MORGAN,DECATUR FIRE AND RESCUE 8,State Senate,3.0,928,928,1.0
MORGAN,DECATUR UTILITIES AUDIT,State House,8.0,290,290,1.0
MORGAN,DECATUR UTILITIES AUDIT,State Senate,3.0,290,290,1.0
MORGAN,EBENEZER VOLUNTEER FIRE DEPARTMENT,State House,9.0,291,291,1.0
MORGAN,EBENEZER VOLUNTEER FIRE DEPARTMENT,State Senate,3.0,291,291,1.0
MORGAN,EVA VOLUNTEER FIRE,State House,9.0,54,445,0.12134831460674157
MORGAN,EVA VOLUNTEER FIRE,State House,11.0,391,445,0.8786516853932584
MORGAN,EVA VOLUNTEER FIRE,State Senate,3.0,445,445,1.0
MORGAN,FALKVILLE MUNICIPAL BUILDING,State House,9.0,422,422,1.0
MORGAN,FALKVILLE MUNICIPAL BUILDING,State Senate,3.0,422,422,1.0
MORGAN,FIRST BIBLE CHURCH,State House,4.0,474,1206,0.39303482587064675
MORGAN,FIRST BIBLE CHURCH,State House,8.0,732,1206,0.6069651741293532
MORGAN,FIRST BIBLE CHURCH,State Senate,3.0,1206,1206,1.0
MORGAN,FLORETTE VOLUNTEER FIRE DEPARTMENT,State House,9.0,188,190,0.9894736842105263
MORGAN,FLORETTE VOLUNTEER FIRE DEPARTMENT,State House,11.0,2,190,0.010526315789473684
MORGAN,FLORETTE VOLUNTEER FIRE DEPARTMENT,State Senate,3.0,190,190,1.0
MORGAN,FORT DECATUR RECREATION CENTER,State House,4.0,546,1043,0.5234899328859061
MORGAN,FORT DECATUR RECREATION CENTER,State House,8.0,497,1043,0.47651006711409394
MORGAN,FORT DECATUR RECREATION CENTER,State Senate,3.0,1043,1043,1.0
MORGAN,GUM POND FIRE DEPARTMENT,State House,11.0,151,151,1.0
MORGAN,GUM POND FIRE DEPARTMENT,State Senate,3.0,151,151,1.0
MORGAN,JOHN F THOMPSON POST 52,State House,4.0,155,2103,0.07370423204945316
MORGAN,JOHN F THOMPSON POST 52,State House,8.0,113,2103,0.053732762719923916
MORGAN,JOHN F THOMPSON POST 52,State House,9.0,1835,2103,0.8725630052306229
MORGAN,JOHN F THOMPSON POST 52,State Senate,3.0,2103,2103,1.0
MORGAN,JOHN J SPARKMAN CIVIC CENTER,State House,4.0,73,3309,0.02206104563312179
MORGAN,JOHN J SPARKMAN CIVIC CENTER,State House,9.0,3236,3309,0.9779389543668782
MORGAN,JOHN J SPARKMAN CIVIC CENTER,State Senate,3.0,3309,3309,1.0
MORGAN,LEBANON BAPTIST CHURCH,State House,9.0,268,268,1.0
MORGAN,LEBANON BAPTIST CHURCH,State Senate,3.0,268,268,1.0
MORGAN,MACEDONIA CUMBERLAND PRES,State House,4.0,69,69,1.0
MORGAN,MACEDONIA CUMBERLAND PRES,State House,7.0,0,69,0.0
MORGAN,MACEDONIA CUMBERLAND PRES,State House,8.0,0,69,0.0
MORGAN,MACEDONIA CUMBERLAND PRES,State Senate,3.0,69,69,1.0
MORGAN,MASSEY FIRE STATION 1,State House,9.0,277,277,1.0
MORGAN,MASSEY FIRE STATION 1,State Senate,3.0,276,276,1.0
MORGAN,MORGAN COUNTY COURTHOUSE,State House,8.0,265,265,1.0
MORGAN,MORGAN COUNTY COURTHOUSE,State Senate,3.0,265,265,1.0
MORGAN,MORGAN COUNTY DISTRICT,State House,9.0,235,235,1.0
MORGAN,MORGAN COUNTY DISTRICT,State Senate,3.0,235,235,1.0
MORGAN,NEEL VOLUNTEER FIRE DEPARTMENT,State House,8.0,888,888,1.0
MORGAN,NEEL VOLUNTEER FIRE DEPARTMENT,State Senate,3.0,888,888,1.0
MORGAN,OAK PARK BAPTIST CHURCH,State House,4.0,851,962,0.8846153846153846
MORGAN,OAK PARK BAPTIST CHURCH,State House,8.0,111,962,0.11538461538461539
MORGAN,OAK PARK BAPTIST CHURCH,State Senate,3.0,962,962,1.0
MORGAN,ODEN RIDGE VOLUNTEER FIRE DEPARTMENT,State House,9.0,143,207,0.6908212560386473
MORGAN,ODEN RIDGE VOLUNTEER FIRE DEPARTMENT,State House,11.0,64,207,0.30917874396135264
MORGAN,ODEN RIDGE VOLUNTEER FIRE DEPARTMENT,State Senate,3.0,207,207,1.0
MORGAN,PRICEVILLE MUNICIPAL BUILDING,State House,4.0,1796,1796,1.0
MORGAN,PRICEVILLE MUNICIPAL BUILDING,State Senate,3.0,1796,1796,1.0
MORGAN,PROVISIONAL,State House,4.0,17,54,0.3148148148148148
MORGAN,PROVISIONAL,State House,7.0,0,54,0.0
MORGAN,PROVISIONAL,State House,8.0,27,54,0.5
MORGAN,PROVISIONAL,State House,9.0,10,54,0.18518518518518517
MORGAN,PROVISIONAL,State House,11.0,0,54,0.0
MORGAN,PROVISIONAL,State Senate,3.0,54,54,1.0
MORGAN,S A V E S FIRE DEPARTMENT 1,State House,4.0,603,728,0.8282967032967034
MORGAN,S A V E S FIRE DEPARTMENT 1,State House,9.0,125,728,0.1717032967032967
MORGAN,S A V E S FIRE DEPARTMENT 1,State Senate,3.0,728,728,1.0
MORGAN,SPARKMAN ELEMENTARY,State House,4.0,483,570,0.8473684210526315
MORGAN,SPARKMAN ELEMENTARY,State House,9.0,87,570,0.15263157894736842
MORGAN,SPARKMAN ELEMENTARY,State Senate,3.0,570,570,1.0
MORGAN,T C ALMON RECREATION CENTER,State House,4.0,944,944,1.0
MORGAN,T C ALMON RECREATION CENTER,State Senate,3.0,944,944,1.0
MORGAN,TRI COUNTY VOLUNTEER FIRE DEPARTMENT,State House,11.0,290,290,1.0
MORGAN,TRI COUNTY VOLUNTEER FIRE DEPARTMENT,State Senate,3.0,290,290,1.0
MORGAN,TRINITY MUNICIPAL BUILDING,State House,4.0,5,813,0.006150061500615006
MORGAN,TRINITY MUNICIPAL BUILDING,State House,7.0,805,813,0.990159901599016
MORGAN,TRINITY MUNICIPAL BUILDING,State House,8.0,3,813,0.0036900369003690036
MORGAN,TRINITY MUNICIPAL BUILDING,State Senate,3.0,813,813,1.0
MORGAN,TURNER SURLES COMMUNITY CENTER,State House,4.0,175,183,0.9562841530054644
MORGAN,TURNER SURLES COMMUNITY CENTER,State House,7.0,8,183,0.04371584699453552
MORGAN,TURNER SURLES COMMUNITY CENTER,State Senate,3.0,183,183,1.0
MORGAN,UNION HILL SR CENTER,State House,9.0,816,960,0.85
MORGAN,UNION HILL SR CENTER,State House,11.0,144,960,0.15
MORGAN,UNION HILL SR CENTER,State Senate,3.0,960,960,1.0
MORGAN,W MORGAN E LAWRENCE W AND S,State House,8.0,390,390,1.0
MORGAN,W MORGAN E LAWRENCE W AND S,State Senate,3.0,390,390,1.0
MORGAN,WESTMEADE BAPTIST CHURCH,State House,8.0,459,459,1.0
MORGAN,WESTMEADE BAPTIST CHURCH,State Senate,3.0,459,459,1.0
PERRY,ABSENTEE,State House,67.0,13,235,0.05531914893617021
PERRY,ABSENTEE,State House,72.0,222,235,0.9446808510638298
PERRY,ABSENTEE,State Senate,23.0,235,235,1.0
PERRY,AIRPORT,State House,67.0,87,162,0.5370370370370371
PERRY,AIRPORT,State House,72.0,75,162,0.46296296296296297
PERRY,AIRPORT,State Senate,23.0,162,162,1.0
PERRY,ARMORY,State House,67.0,73,1146,0.0636998254799302
PERRY,ARMORY,State House,72.0,1073,1146,0.9363001745200699
PERRY,ARMORY,State Senate,23.0,1146,1146,1.0
PERRY,COMMUNITY LIFE BUILDING,State House,72.0,677,677,1.0
PERRY,COMMUNITY LIFE BUILDING,State Senate,23.0,677,677,1.0
PERRY,EAST PERRY,State House,67.0,29,83,0.3493975903614458
PERRY,EAST PERRY,State House,72.0,54,83,0.6506024096385542
PERRY,EAST PERRY,State Senate,23.0,83,83,1.0
PERRY,HEIBERGER,State House,72.0,184,184,1.0
PERRY,HEIBERGER,State Senate,23.0,184,184,1.0
PERRY,HINTON HALL,State House,72.0,83,83,1.0
PERRY,HINTON HALL,State Senate,23.0,83,83,1.0
PERRY,NORTH PERRY,State House,72.0,140,140,1.0
PERRY,NORTH PERRY,State Senate,23.0,140,140,1.0
PERRY,OFS FIRE STATION,State House,67.0,152,152,1.0
PERRY,OFS FIRE STATION,State Senate,23.0,152,152,1.0
PERRY,PROVISIONAL,State House,67.0,0,6,0.0
PERRY,PROVISIONAL,State House,72.0,6,6,1.0
PERRY,PROVISIONAL,State Senate,23.0,6,6,1.0
PERRY,RADFORDVILLE,State House,67.0,85,89,0.9550561797752809
PERRY,RADFORDVILLE,State House,72.0,4,89,0.0449438202247191
PERRY,RADFORDVILLE,State Senate,23.0,89,89,1.0
PERRY,SEVERE,State House,67.0,13,58,0.22413793103448276
PERRY,SEVERE,State House,72.0,45,58,0.7758620689655172
PERRY,SEVERE,State Senate,23.0,58,58,1.0
PERRY,UNIONTOWN CITY HALL,State House,72.0,343,343,1.0
PERRY,UNIONTOWN CITY HALL,State Senate,23.0,343,343,1.0
PERRY,WEST PERRY,State House,72.0,259,259,1.0
PERRY,WEST PERRY,State Senate,23.0,259,259,1.0
PICKENS,ABSENTEE,State House,61.0,58,89,0.651685393258427
PICKENS,ABSENTEE,State House,71.0,31,89,0.34831460674157305
PICKENS,ABSENTEE,State Senate,21.0,69,130,0.5307692307692308
PICKENS,ABSENTEE,State Senate,24.0,61,130,0.46923076923076923
PICKENS,ALICEVILLE,State House,61.0,204,654,0.3119266055045872
PICKENS,ALICEVILLE,State House,71.0,450,654,0.6880733944954128
PICKENS,ALICEVILLE,State Senate,24.0,983,983,1.0
PICKENS,BENEVOLA,State House,61.0,31,31,1.0
PICKENS,BENEVOLA,State Senate,21.0,42,42,1.0
PICKENS,BETHLEHEM,State House,61.0,59,59,1.0
PICKENS,BETHLEHEM,State Senate,21.0,77,77,1.0
PICKENS,CARROLLTON SPEEDS MILL,State House,61.0,328,488,0.6721311475409836
PICKENS,CARROLLTON SPEEDS MILL,State House,71.0,160,488,0.32786885245901637
PICKENS,CARROLLTON SPEEDS MILL,State Senate,21.0,587,644,0.9114906832298136
PICKENS,CARROLLTON SPEEDS MILL,State Senate,24.0,57,644,0.08850931677018634
PICKENS,COCHRANE DANCY,State House,71.0,98,98,1.0
PICKENS,COCHRANE DANCY,State Senate,24.0,99,99,1.0
PICKENS,ETHELSVILLE,State House,61.0,85,85,1.0
PICKENS,ETHELSVILLE,State Senate,21.0,100,100,1.0
PICKENS,FAIRVIEW ZION,State House,61.0,459,459,1.0
PICKENS,FAIRVIEW ZION,State Senate,21.0,492,492,1.0
PICKENS,FORREST,State House,61.0,146,146,1.0
PICKENS,FORREST,State Senate,21.0,169,169,1.0
PICKENS,GORDO,State House,61.0,616,616,1.0
PICKENS,GORDO,State Senate,21.0,891,891,1.0
PICKENS,KIRK,State House,61.0,103,103,1.0
PICKENS,KIRK,State Senate,21.0,130,130,1.0
PICKENS,LIBERTY,State House,61.0,191,191,1.0
PICKENS,LIBERTY,State Senate,21.0,240,240,1.0
PICKENS,MACEDONIA,State House,61.0,51,51,1.0
PICKENS,MACEDONIA,State Senate,24.0,114,114,1.0
PICKENS,MCSHAN,State House,61.0,80,80,1.0
PICKENS,MCSHAN,State Senate,21.0,96,96,1.0
PICKENS,PALMETTO,State House,61.0,109,109,1.0
PICKENS,PALMETTO,State Senate,21.0,126,126,1.0
PICKENS,PICKENSVILLE,State House,71.0,173,173,1.0
PICKENS,PICKENSVILLE,State Senate,24.0,173,173,1.0
PICKENS,PINE GROVE,State House,61.0,74,74,1.0
PICKENS,PINE GROVE,State Senate,21.0,24,61,0.39344262295081966
PICKENS,PINE GROVE,State Senate,24.0,37,61,0.6065573770491803
PICKENS,PROVISIONAL,State House,61.0,1,1,1.0
PICKENS,PROVISIONAL,State House,71.0,0,1,0.0
PICKENS,PROVISIONAL,State Senate,21.0,1,1,1.0
PICKENS,PROVISIONAL,State Senate,24.0,0,1,0.0
PICKENS,REFORM,State House,61.0,495,495,1.0
PICKENS,REFORM,State Senate,21.0,756,756,1.0
PICKENS,SAPPS,State House,71.0,204,204,1.0
PICKENS,SAPPS,State Senate,24.0,205,205,1.0
PICKENS,SPRING HILL,State House,71.0,26,26,1.0
PICKENS,SPRING HILL,State Senate,24.0,25,25,1.0
PICKENS,TOTAL,State House,61.0,3090,4232,0.7301512287334594
PICKENS,TOTAL,State House,71.0,1142,4232,0.26984877126654067
PICKENS,TOTAL,State Senate,21.0,3800,5554,0.6841915736406193
PICKENS,TOTAL,State Senate,24.0,1754,5554,0.3158084263593806
PIKE,ABSENTEE,State House,89.0,311,311,1.0
PIKE,ABSENTEE,State Senate,31.0,311,311,1.0
PIKE,ACADEMY STREET SCHOOL,State House,89.0,712,712,1.0
PIKE,ACADEMY STREET SCHOOL,State Senate,31.0,712,712,1.0
PIKE,ANTIOCH CHURCH,State House,89.0,212,212,1.0
PIKE,ANTIOCH CHURCH,State Senate,31.0,212,212,1.0
PIKE,BANKS VOTING CENTER 1,State House,89.0,68,68,1.0
PIKE,BANKS VOTING CENTER 1,State Senate,31.0,68,68,1.0
PIKE,BANKS VOTING CENTER 2,State House,89.0,243,243,1.0
PIKE,BANKS VOTING CENTER 2,State Senate,31.0,243,243,1.0
PIKE,BRUNDIDGE HAISTEN BUILDING,State House,89.0,230,230,1.0
PIKE,BRUNDIDGE HAISTEN BUILDING,State Senate,31.0,230,230,1.0
PIKE,CHINA GROVE COUNTY BUILDING,State House,89.0,111,111,1.0
PIKE,CHINA GROVE COUNTY BUILDING,State Senate,31.0,111,111,1.0
